project_num,project_title,abstract_text,phr_text,fiscal_year,award_amount,direct_cost_amt,indirect_cost_amt,funding_mechanism,activity_code,agency_ic_admin.name,organization.org_name,organization.org_state,organization.org_city,organization_type.name,organization.org_zipcode,spending_categories_desc,investigators
5U54HD061222-15,"Rett syndrome, MECP2 Duplications, and Rett-related Disorders Natural History","   
DESCRIPTION (provided by applicant)   
This competitive renewal from a multi-institutional group of investigators with longstanding interest in Rett syndrome (RTT) and RTT-related disorders continues a Rare Disease Clinical Research Center (RDCRC) within the Rare Diseases Clinical Research Network. This RDCRC will focus on three distinct disorders: RTT, MECP2 duplication disorder, and the RTT-related disorders including CDKL5, FOXG1, and individuals with MECP2 mutations but lacking clinical criteria for RTT. The near-term potential for meaningful therapies is tangible for RTT; the treatment potential for the other disorders is promising. Three overarching specific aims are proposed. 1) Perform longitudinal and neurobehavioral assessments on the core clinical features of each disorder: The on-going RTT NHS has provided critical data for organizing and advancing longitudinal studies. Substantial questions remain for RTT in terms of clinical variability not explainable solely by the specific mutations. Acquisition of similar data for the other disorders is equally important. 2) Perform robust biomarker and clinical outcome measures to identify biological factors that contribute to disease severity in each disorder: Providing critical guidance to effective and discriminant outcome measures is a crucial feature of any clinical trial and requires special consideration for these disorders. 3) Identify and characterize neurophysiological and neuroimaging correlates of disease severity in RTT and RTT-related disorders: Understanding alterations in specific volumetric measures, chemical composition, and neurophysiological measures such as EEG and Evoked Potentials are critical to advancing clinical knowledge. The RDCRC will maintain extensive training and pilot project programs cooperating directly with the respective CTSAs. The RDCRC will work with the Patient Advocacy Groups to ensure a full partnership and will rely principally on the Data Management and Coordinating Center for protocol management, data storage, a website portal, and biostatistical support. The UAB CCTS (CTSA) will fully cooperate with the RDCRC with pilot project development and additional biostatistical support. Website interfaces will be linked with the RDCRC, the DMCC, and the Patients Advocacy groups to ensure the widest reach of relevant information   
   
","Effective therapies for RTT and RTT-related disorders are key to the Rare Diseases mission. This requires 
understanding the natural history through longitudinal assessments, complete documentation of molecular 
and biochemical status, and coupling with criticial cranial imaging and neurophysiologic parameters to 
accomplish this fully. We believe the potential for meaningful treatment is both promising and achievable.",2019,1250000,2050293,60586,Research Centers,U54,Eunice Kennedy Shriver National Institute of Child Health and Human Development,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,,Alan Kenneth Percy
5U54HD061222-15,Rare Diseases Clinical Research Consortia (RDCRC) Administrative Unit.,,,2019,235085,210799,24286,Research Centers,U54,Eunice Kennedy Shriver National Institute of Child Health and Human Development,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,Domestic Higher Education,352940001,Brain Disorders; Clinical Research; Intellectual and Developmental Disabilities (IDD); Mental Health; Neurosciences; Pediatric; Rare Diseases; Rett Syndrome,Alan Kenneth Percy
5U54HD061222-15,"Development of a Behavioral Outcome Measure for Rett Syndrome (RettBe) and Metabolic Profiling of Rett syndrome, MECP2 duplication syndrome, and Rett-related disorders.","An important component of the Rare Disease Clinical Research Consortium for Rare Diseases Clinical 
Research Network is pilot projects. The pilot projects within this proposal will be administered through the 
IRSF subcontract. IRSF has a capped indirect rate of 10%, so this will be applied to these projects. 
Two pilot studies are proposed in this application, each spanning 2 years. Additional money is budgeted for 
the final 2 years of this funding period for additional pilot studies to be chosen during year 3. We have opted to leave these funds initially uncommitted in order to maintain flexibility to fund exciting ideas that may arise during this funding period, however, there are some potential ideas, which are listed below.",,2019,147577,147577,0,Research Centers,U54,Eunice Kennedy Shriver National Institute of Child Health and Human Development,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,Domestic Higher Education,352940001,Brain Disorders; Clinical Research; Intellectual and Developmental Disabilities (IDD); Neurosciences; Pediatric; Pediatric Research Initiative; Rare Diseases; Rett Syndrome,Alan Kenneth Percy
5K99DE027706-02,Mechanisms regulating afferent innervation in the dental pulp,"Project Summary/Abstract
Since teeth are exposed to environmental stimuli, tooth innervation is crucial to their protection and usage
throughout the life of an organism. The tooth is primarily innervated with sensory nerve fibers from the
trigeminal ganglion (TG) that protect the tooth organ by relaying noxious stimuli. The dental pulp (DP) secretes
neurotrophic factors to guide axonal penetration and sprouting within the tooth during postnatal development in
a highly regulated manner. Research has shown that secreted phosphoprotein, osteopontin (OPN), promotes
neuronal migration, proliferation, and survival [2â€“6]. The long-term goal of this project is to understand the
mesenchymal-neuronal signals that promote and maintain sensory innervation of the teeth. The overall
objective is to determine the role of DP in regulating tooth innervation during development and regeneration.
Our central hypothesis is that Tgfbr2 in the dental mesenchyme governs paracrine signaling via OPN to guide
tooth sensory innervation. Our laboratory has established a mouse model in which Tgfbr2 is conditionally
deleted in odontoblast-producing mesenchyme using an osterix promoter driven Cre recombinase (Tgfbr2cko).
These mice survive postnatally but with significant defects in bones and teeth [7,8]. We performed an mRNA-
Seq analysis using control and mutant postnatal day 7 DP and found that neuronal maintenance and
developmental genes were most highly regulated, including OPN. Immunofluorescent images indicated
reduced innervation throughout the DP in Tgfbr2cko mice. Preliminary experiments with DP and primary TG
nerves demonstrated increased axonal sprouting when TG cells were cultured with DP. Guided by these data,
we will test our hypothesis with the following two specific aims: 1) test the hypothesis that Tgfbr2 is necessary
to promote sensory innervation; 2) test the hypothesis that OPN signaling from the DP guides sensory
innervation. In both aims, we propose to cross Tg(Thy1-YFP)16Jrs mice, which express a high level of YFP
throughout the nervous system [9] to optimize visualization of the neurons. Under the first aim, a well-
characterized neurite outgrowth assay will first be used to co-culture TG neurons with DP where Tgfï¢ signals
are manipulated in the DP. In the second part of the first aim, we will use an in vivo dental injury model and
investigate neuronal regeneration in Tgfbr2cko and WT mice. Under the second aim, we will similarly co-culture
TG neurons with OPN-deleted DP cells +/- TGFï¢1 and Tgfbr2-deleted cells supplemented with recombinant
OPN to investigate developmental neurogenesis in the DP. We will perform the dental injury assay on OPN-/-
mice to examine the mechanisms driving neuronal regeneration. The proposed research is significant because
it is expected to advance and expand understanding of how DP cells protect the tooth organ via axonal
guidance mechanisms. Such information will enhance our understanding of the complex interplay of
mesenchymal-neuronal interactions in the tooth that could serve as a basis for future preventative, therapeutic,
and regenerative strategies in endodontics and improve the preservation of teeth.","Project Narrative
Teeth are protected from our daily activities with a high degree of sensory innervation to detect
pressure, temperature and pain, yet dental caries and the associated pain responses are
currently the most chronic disease in the USA [1]. We have established a mouse model in
which Tgfbr2 is deleted in the dental mesenchyme and found neuronal development and
function were highly regulated by the dental pulp. We propose to investigate the mesenchymal-
neuronal crosstalk guided by Tgfï¢ to enhance our current understanding of tooth development
and regeneration and provide new therapeutic targets for pain management and regenerative
strategies.",2019,121041,112075,8966,Other Research-Related,K99,National Institute of Dental and Craniofacial Research,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Dental/Oral and Craniofacial Disease; Neurosciences; Pain Research; Pediatric; Regenerative Medicine,Sarah  Peters
5R01DK118236-02,"Effect of Time-Restricted Feeding on 24-hour Glycemic Control, Blood Pressure, and Cardiovascular Disease Risk Factors in Adults with Prediabetes","PROJECT SUMMARY
Increasing evidence suggests that while poor meal timing can cause cardiometabolic disease, optimized meal
timing may reverse it. Time-restricted feeding (TRF) is a novel type of intermittent fasting that involves eating
within a â‰¤10-hour period, followed by a â‰¥14 hour daily fast. Studies in rodents report that TRF improves glycemic
control, lowers insulin levels, reduces hepatic fat, prevents hyperlipidemia, reduces infarct volume after stroke,
and improves inflammatory markers, relative to eating throughout the day. Importantly, the effects of TRF may
depend on the circadian timing of food intake. Previous TRF trials in humans that limited food intake to the middle
of the daytime (mid-day TRF) reported positive results, while trials that limited food intake to late in the day
reported null or negative results. Building on these studies, we recently conducted the first clinical trial of TRF
where food intake is limited to early during the daytime (early TRF) and found that five weeks of early TRF
improved insulin sensitivity, Î²-cell responsiveness, blood pressure, and oxidative stress in prediabetic menâ€”
even though food intake was matched to the control arm and no weight loss occurred. Here, we propose to
conduct both (1) the first full-scale trial of TRF in humans and (2) the first trial to determine whether the effects
of TRF depend on the circadian timing of food intake. Our proposed study is a three-parallel-arm, controlled
feeding trial designed to determine the efficacy of TRF as a therapy to improve cardiometabolic health in
prediabetic adults. N=144 prediabetic adults (BMIs 25-50 kg/m2; aged 18-75 years old) will be randomized to
one of three isocaloric eating schedules: (1) early TRF: 6-hour feeding interval from 8 am-2 pm; (2) mid-day
TRF: 6-hour feeding interval from 2 pm-8 pm; and (3) control schedule: 12-hour eating interval from 8 am-8 pm.
For 10 weeks, participants will eat calorie-matched meals under remote supervision by video monitoring, and
food intake will be precisely matched on a meal-by-meal basis to the control group to ensure that no weight loss
occurs. The study endpoints will be measured during a 24-hour inpatient test period at both baseline and post-
intervention. The primary endpoint is 24-hour glycemic control as measured by 24-hour mean values of glucose
and insulin; this data will be complemented by mechanistic data on insulin sensitivity and secretion, as measured
by three identical meal tolerance tests on the same day. The secondary endpoints are cardiovascular disease
risk factors, as measured by 24-hour blood pressure and fasting levels of lipids and inflammatory and oxidative
stress markers. We hypothesize that both TRF schedules will improve cardiometabolic health, but the effects of
TRF will depend on the circadian timing of food intake, with the order of improvements being early TRF > mid-
day TRF > control. This study will provide critical insight into (1) whether TRF can be used to treat metabolic
disease; (2) the relative importance of the length of the daily fasting period (intermittent fasting) versus the
circadian timing of food intake (meal timing) for metabolic health; and (3) whether breakfast skipping (tantamount
to mid-day TRF) is beneficial or detrimental for metabolic health when dinner time is unchanged.","PROJECT NARRATIVE
Time-restricted feeding is a form of intermittent fasting that involves eating within a â‰¤10-hour daily period,
followed by a daily â‰¥14-hour fast, and which significantly improves health in rodents. In this clinical trial, we will
test whether time-restricted feeding improves blood sugar control and cardiovascular disease risk factors in
adults with prediabetes. We will also determine whether the benefits of time-restricted feeding depend on the
time of day that people eat.",2019,661193,445248,215945,Non-SBIR/STTR,R01,National Institute of Diabetes and Digestive and Kidney Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCH ALLIED HEALTH PROFESSIONS,352940001,Cardiovascular; Clinical Research; Clinical Trials and Supportive Activities; Diabetes; Heart Disease; Nutrition; Obesity; Prevention,Courtney Marie Peterson
5R01AI134693-02,Strain Dependent Structure and Function of the Influenza NS1 Protein,"Developing effective antiviral drugs requires a detailed understanding of the molecular mechanisms underlying the targeted host-pathogen interaction. Specifically, precise structural models of these interactions can provide mechanistic details with atomic resolution to assist in the efficient development of novel compounds against pathogens of significant health relevance. The influenza virus is a prime example of one such pathogen. Novel strains of the influenza virus develop annually via infection and replication in a number of animal hosts, including humans. The relative ability of these strains to cause disease, or virulence, is determined by a number of interactions between viral and cellular proteins. Although influenza non-structural protein 1 (NS1) is known to play a critical role in virulence, there is a fundamental gap in our knowledge of the genetic and structural determinants that facilitate the multiple strain-dependent functions attributed to NS1 in the host cell. It is therefore our long-term goal to understand the molecular mechanisms that underlie strain-dependent function of NS1. The objective of this application is to structurally characterize interactions with two cellular proteins (CPSF30 and RIG-I) that are important for the activation of the innate immune response. Our central hypothesis is that structural and dynamic features unique to certain NS1 variants account for the diverse array of functions attributed to NS1. The rationale that underlies the proposed research is that elucidating structure- function relationships between NS1 and its cellular interaction partners will aid in the development of antiviral drugs that target these critical interactions known to modulate virulence. Our central hypothesis will be tested by pursuing three specific aims: 1) structurally and functionally characterize the multiple interactions between NS1 and RIG-I, 2) determine the role of microsecond-millisecond (Âµs-ms) motions in proper function of the NS1 effector domain (NS1ED), and 3) determine the mechanism of action by which JJ3297 suppresses influenza replication. In Aim 1, NMR spectroscopy and mutant recombinant influenza viruses will be used to structurally and functionally characterize the multiple interactions between NS1 and RIG-I. In Aim 2, relaxation dispersion experiments will be used to determine the role that protein dynamics play in facilitating the interaction between the NS1ED and CPSF30 and intracellular localization of NS1. In Aim 3, NMR spectroscopy will be used to determine the mechanism of action by which JJ3297 suppresses influenza replication. Our innovative approach will be the first investigation into how protein dynamics and strain specific structural variations facilitate proper function of NS1 in the context of viral replication and pathogenicity. This will also be the first systematic study to determine functional variations in NS1 between multiple strains of influenza. The proposed research is significant because it will define the molecular mechanisms underlying NS1 functions shown to modulate influenza virulence. By defining these molecular mechanisms, this proposal will inform efforts in developing influenza antiviral drugs targeting NS1, thereby supporting the overall mission of the NIH.",The influenza non-structural protein 1 (NS1) is a remarkably multi-functional protein capable of modulating virulence through a number of interactions with host cell proteins. The overall goal of this study is to identify the structural and molecular mechanisms that underlie these significant interactions. This proposed research is relevant to public health because its successful completion will increase our understanding of the determinants of influenza virulence and inform ongoing and future studies aimed at developing antivirals that inhibit influenza replication.,2019,371250,250000,121250,Non-SBIR/STTR,R01,National Institute of Allergy and Infectious Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Biodefense; Emerging Infectious Diseases; Infectious Diseases; Influenza; Pneumonia & Influenza,Chad  Petit
5R01CA197147-04,"Phosphodiesterase 10A, a novel target for lung cancer chemoprevention","Abstract
 Preclinical, clinical and epidemiological studies provide compelling evidence that
nonsteroidal anti-inflammatory drugs (NSAIDs) have antineoplastic activity and significantly
reduce the incidence and risk of death from multiple cancer types, including lung cancer.
Unfortunately, the long-term use of NSAIDs for chemoprevention and their potential application
for therapy are not recommended because of the risk of potentially fatal side-effects resulting
from cyclooxygenase (COX) inhibition and the suppression of physiologically important
prostaglandins. However, numerous investigators have concluded that the pharmacological
basis for their antineoplastic activity may not require COX inhibition, which suggests the
feasibility of developing safer and more efficacious non-COX inhibitory derivatives for cancer by
targeting the underlying mechanism. We have extensively studied the mechanism by which the
NSAID, sulindac inhibits tumor cell growth and have reported that this activity results from cyclic
guanosine monophosphate phosphodiesterase (cGMP PDE) inhibition and the activation of
cGMP/protein kinase G signaling to suppress oncogenic Î²-catenin/Tcf-transcriptional activity
and the synthesis of key proteins, such as cyclin D1 and survivin that drive tumor cell
proliferation and survival. Here we show that the cGMP degrading PDE isozyme, PDE10A is a
critically important target of sulindac that is elevated in lung tumors and essential for lung tumor
cell growth. Guided by molecular modeling using the crystal structure of PDE10, we synthesized
a novel series of sulindac derivatives that potently and selectively inhibit lung tumor cell growth
without inhibiting COX-1 or COX-2. These compounds have attractive drug-like properties
whereby high lung concentrations relative to plasma and other tissues can be safely achieved
by oral administration. A lead compound, MCI-048 was identified that displays strong antitumor
activity in an orthotopic mouse model of lung cancer. Further analog development to identify a
preclinical drug development candidate and studies to better define the role of PDE10 in lung
cancer are therefore urgently needed. The following aims are proposed: 1) synthesize a novel
series of sulindac derivatives to improve potency and selectivity, 2) evaluate PDE10 and lung
tumor cell growth inhibitory activity of sulindac derivatives, 3) evaluate antitumor activity of
sulindac derivatives in mouse models of lung cancer, and 4) further define the role of PDE10 in
lung cancer. The focus of this project on the development of novel anticancer drugs and target
validation for chemoprevention or therapy have the potential to impact individuals at risk of
developing lung cancer as well as patients with advanced stage malignant disease.","Project Narrative
The nonsteroidal anti-inflammatory drug, sulindac has shown promising antineoplastic activity,
but its long-term use for chemoprevention or therapy is not recommended because of potentially
fatal gastrointestinal, renal, and cardiovascular toxicities associated with cyclooxygenase (COX)
inhibition and the suppression of physiologically important prostaglandins. Here we propose to
synthesize and evaluate a novel series of sulindac derivatives lacking COX-associated toxicities
that have potent antitumor activity by targeting phosphodiesterase 10A (PDE10), an enzyme
overexpressed in lung tumors and essential for tumor cell growth. These studies, as well as
efforts to further define the role of PDE10 in lung cancer, are highly significant to human health
because new molecular targets and small molecule inhibitors with drug-like properties are
urgently needed to develop safe and effective new drugs for the prevention or treatment of lung
cancer.",2019,336158,221887,114271,Non-SBIR/STTR,R01,National Cancer Institute,UNIVERSITY OF SOUTH ALABAMA,AL,MOBILE,ORGANIZED RESEARCH UNITS,366880002,Cancer; Clinical Research; Clinical Trials and Supportive Activities; Colo-Rectal Cancer; Digestive Diseases; Lung; Lung Cancer; Prevention,Gary A Piazza
3R01CA197147-04S1,Enhancing the Immune System by Targeting the RAS Signaling Pathway in Cancer: Immunotherapeutic Potential of a Novel RAS Inhibitor for lung cancer treatment.,"ABSTRACT
 The Diversity Research Supplement Program to Promote Diversity in Health-Related Research from
the National Institutes of Health (NIH) Center to Reduce Cancer Health Disparities (CRCHD) provides a great
career development opportunity to Dr. Antonio Bartholomew Ward, an African-American cancer researcher
holding a full-time faculty position as a Postdoctoral Research Fellow at the University of South Alabama
Mitchell Cancer Institute (USA-MCI) to continue his academic career and develop his pathway as an
independent investigator. He is applying for this supplement based on the parent grant entitled
â€œPhosphodiesterase 10A, a Novel Target for Lung Cancer Chemoprevention (1R01CA197147)â€, awarded to
Dr. Gary Piazza, Professor of Oncologic Sciences and Chief of the Drug Discovery Research Center at MCI.
 The parent grant proposes studies to chemically modify sulindac to block cyclooxygenase (COX)
binding to eliminate related gastrointestinal, renal and cardiovascular side-effects, while increasing potency
and selectivity to inhibit lung tumor cell growth by inhibiting cyclic guanosine monophosphate
phosphodiesterases (cGMP PDEs) enzymes. Specifically, the PDE 10 isozyme was found to be elevated in
lung tumor cells and essential for lung tumor cell growth and survival. His team has also explored the
molecular mechanism driving the apoptosis of lung tumor cells induced by sulindac derivatives that involves
the activation of cGMP-dependent protein kinase G signaling and suppression of oncogenic Î²-catenin/Tcf-
mediated transcriptional activity to inhibit cell cycle regulatory proteins, such as cyclin D1, c-myc, and survivin.
 For this supplement application Dr. Ward proposes a recently discovered mechanism responsible for
the anti-cancer activity of sulindac derivatives, specifically with compound MCI-062, based on his preliminary
data showing compound selectivity for inhibiting the growth of colon and lung cancer cells harboring the
oncogenic mutant form of the rat sarcoma viral oncogene (RAS), specifically KRAS, and on recent literature
linking mutant KRAS to an increased expression of the immune checkpoint inhibitor protein programmed death
ligand-1 (PD-L1) on the surface of cancer cells thereby promoting increased cancer cell immunity. He
hypothesizes that by inhibiting RAS-RAS effector binding and RAS cell signaling, PD-L1 protein levels will also
be decreased, thereby increasing anti-cancer immunity. Dr. Ward will investigate if MCI-062 effects are
mediated by RAS inhibition and a decrease in PD-L1 protein levels, leading to an increase in T-lymphocyte (T-
cell) tumor infiltration, proliferation, and activation, and determine the mechanism of action responsible for anti-
cancer immunity effects using 2D and 3D RAS-driven non-small cell lung cancer (NSCLC) models.
 In conclusion, this research will validate a novel RAS inhibitor, MCI-062, for targeted therapeutic use in
NSCLC by its effect on RAS regulated cancer cell immunity and increase the need for small molecule targeted
immunotherapeutic approaches for difficult to treat RAS-driven cancers.","PROJECT NARRATIVE
 This research proposal for a supplement application to the parent grant, 1R01CA197147 (P.I. Gary
Piazza, Ph.D.) will study a novel molecular mechanism for non-cyclooxygenase inhibitory derivatives of
sulindac to exert their anti-tumor and anti-cancer cell immunity activity by inhibiting RAS and decreasing PD-L1
protein levels thereby increasing T-cell proliferation, activation, and infiltration to tumor sites in lung tumor cells
harboring oncogenic mutations in the KRAS gene. NSCLCs that harbor RAS mutations are associated with
poor prognosis and survival in humans, therefore applying small molecule targeted therapy against cancer
oncogenes such as RAS in order to weaken cancer cell immunity and enhance the bodyâ€™s own natural immune
response to combat cancer is indeed a novel approach worth investigating. This supplement will expand Dr.
Wardâ€™s career development in cancer research and will establish his path to become an independent
investigator towards a tenure-track faculty position.",2019,81635,53010,28625,Non-SBIR/STTR,R01,National Cancer Institute,UNIVERSITY OF SOUTH ALABAMA,AL,MOBILE,ORGANIZED RESEARCH UNITS,366880002,Cancer; Immunotherapy; Lung; Lung Cancer,Gary A Piazza
5R01CA131378-11,Novel Sulindac Derivatives for  Colon Cancer Chemoprevention,"ï»¿   
DESCRIPTION (provided by applicant): NSAIDs significantly reduce the incidence and risk of death from colorectal cancer, but their long-term use for chemoprevention is not recommended because of potentially fatal side-effects resulting from cyclooxygenase (COX) inhibition and the suppression of physiological prostaglandins. Some investigators have concluded that the mechanism for the anticancer activity of NSAIDs may not require COX inhibition, but involves selective apoptosis induction of neoplastic cells and suggest that safer and more efficacious non-COX inhibitory derivatives can be developed by targeting the underlying pathway leading to apoptosis. We have extensively studied the mechanism by which the NSAID sulindac induces apoptosis and reported that this activity is closely associated with its ability to inhibit cyclic guanosine monophosphate phosphodiesterase (cGMP PDE), which activates cGMP/protein kinase G signaling to suppress oncogenic Â¿-catenin/Tcf-mediated transcriptional activity and the synthesis of key cell cycle regulatory proteins, such as cyclin D1 and survivin. We recently discovered that PDE10 is a critically important target of sulindac, which is elevated in colon tumors and essential for tumor cell growth. Using the indene scaffold of sulindac, we synthesized a series of non-COX inhibitory derivatives that selectively inhibit PDE10 and tumor cell growth. A prototype inhibitor, MCI-020 was identified with strong antitumor activity and the potential to inhibit metastasis. Further chemical optimization of MCI-020 and studies to better define the role of PDE10 in colorectal tumorigenesis are, however, necessary to develop this approach for chemoprevention. The following aims are proposed: 1) design and synthesize novel sulindac derivatives with selectivity to inhibit PDE10, 2) evaluate PDE10 selectivity and in vitro anticancer activity of sulindac derivatives, 3) determine in vivo anticancer activity of promising sulindac derivatives in mouse models of colon tumor growth and metastasis, and 4) measure PDE10 expression during colon tumorigenesis in whole animals and human clinical samples. The goal is to identify a lead compound with safety and efficacy attributes that will merit consideration for clinical trials. Elucidation of the role of PDE10 in colorectal tumorigeness may also provide insight to biomarkers and imaging methods for the early detection of cancer using radiopharmaceuticals.","PUBLIC HEALTH RELEVANCE: The nonsteroidal anti-inflammatory drug, sulindac strongly inhibits adenoma formation in patients with familial adenomatous polyposis, but its long-term use for preventing colorectal cancer is limited by potentially fatal side-effects resulting from cyclooxygenase (COX) inhibition and the suppression of physiologically important prostaglandins. We propose studies to chemically modify sulindac to block COX binding, while increasing potency and selectivity to inhibit PDE10, a novel cancer target we recently discovered to be overexpressed in colon tumor cells and essential for their growth. These studies are highly significant to human health because of their potential to identify a new drug candidate for the treatment of individuals at high risk of developing colorectal cancer as well as a biomarker for the early detection of colorectal cancer.",2019,365641,260736,104905,Non-SBIR/STTR,R01,National Cancer Institute,UNIVERSITY OF SOUTH ALABAMA,AL,MOBILE,ORGANIZED RESEARCH UNITS,366880002,Cancer; Clinical Research; Colo-Rectal Cancer; Digestive Diseases; Prevention,Gary A Piazza
7R56AG061051-03,"Dissecting the Interplay between proteasome dysfunction, proteostasis and Alzheimer's disease","Project Summary/Abstract
 Alzheimerâ€™s disease (AD) affects 5.5 million Americans producing cognitive deficits and mortality. There
is no treatment for AD, thus, development of interventions to slow or reverse AD symptoms is a critical area of
research. Furthermore, AD is difficult to detect until substantial neurodegeneration has already occurred. This
proposal investigates proteasome function both as an intervention to AD symptoms and as a tool for early
stage diagnosis in peripheral tissues. A key symptom of AD is proteostatic dysfunction. Patients as well as
animal models of AD have a pronounced decline in proteasome function. Using in vivo invertebrate and in vitro
vertebrate models of AD, we have found that genetic and pharmacologic augmentation of proteasome delays
cognitive and neurodegenerative symptoms, while reducing proteasome function accelerates AD progression.
 This proposal builds on the above exciting findings and is designed in response to RFA-AG-18-020,
Role of Peripheral Proteostasis on Brain Aging and Alzheimer's Disease. The proposal has three goals.
The first goal is to develop a mechanistic understanding of how proteasome dysfunction is linked to
AD progression. We present, and test, two hypotheses to explain this interplay. The first hypothesis is that the
proteasome has a key role in prevention of AD progression through degradation of Î²-amyloid (AÎ²) machinery
and or its substrate (APP, BACE1, and Î³-secretase activators, are all targets of proteasome degradation). If
our results bear out, it would indicate that age-related declines in proteasome function result in a build-up of
these proteins, which accelerates AD progression. The second hypothesis we test is if proteasome dysfunction
triggered by AÎ² inhibition drives downstream neurodegeneration rather than altering AÎ² accumulation.
Proteasome dysfunction on its own is shown to cause neurodegeneration and synaptic loss. If our findings are
consistent with this, it would indicate that proteasome dysfunction caused by AÎ² inhibition is an intermediator
for AD-induced cognitive deficits and neurodegeneration. The second goal is to test if AD triggers
proteasome dysfunction in peripheral tissues as a diagnostic tool for early AD screening. We have
initial findings supporting this. The third goal is to test if genetic or pharmacologic proteasome
augmentation is a germane target for treatment of AD-like symptoms in mice that model AD. These
experiments are designed to advance us toward the long-term goal of developing novel screening tools and
treatments for AD in humans. This multi-PI project, led by a new investigator, seeks to develop a mechanistic
understanding of the interplay between the proteasome and AD, test the efficacy of genetic and pharmacologic
proteasome manipulation as an AD intervention, and test the viability of peripheral proteasome dysfunction as
an early diagnosis tool. Our innovative models, state-of-the-art methods, expert investigative team, compelling
preliminary data, novel pharmacologics, new transgenic lines, and diverse biological systems increase the
likelihood of successfully achieving our goals and provide potential for clinical relevance.","Project Narrative
Increasing the function of the proteasome (protein complexes that degrade unneeded or damaged proteins)
can reduce cognitive deficits in various models of Alzheimerâ€™s disease. We now plan to test whether genetic
and pharmacologic manipulation of this system can rescue cognitive deficits in mouse models of Alzheimerâ€™s
disease, and better understand how proteasome manipulation alters Alzheimerâ€™s disease progression. This
work is done with the goal of leading to development of new drugs, interventions and screening tools to relieve
Alzheimerâ€™s-related cognitive deficits in humans.",2019,639375,442126,197249,Non-SBIR/STTR,R56,National Institute on Aging,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,,Andrew Michael Pickering
